operator_id,missed_calls,avg_waiting_time,avg_call_duration,outbound_calls,inbound_calls,internal_calls,total_calls_count,total_calls,missed_call_rate,outbound_activity,score_missed,score_wait,score_outbound,inefficiency_score
894662,9,25.7,343.35,19,1,2,42,20,0.45,0.95,0.45,0.05562770562770562,0.050000000000000044,0.25196969696969695
894934,2,28.25,15.0,4,0,0,20,4,0.5,1.0,0.5,0.061147186147186144,0.0,0.27140151515151517
895140,0,76.0,45.5,0,2,0,4,2,0.0,0.0,0.0,0.1645021645021645,1.0,0.20757575757575758
895170,0,16.1,76.4,0,10,0,11,10,0.0,0.0,0.0,0.03484848484848485,1.0,0.1621969696969697
895172,19,40.13636363636363,154.6818181818182,37,7,3,95,44,0.4318181818181818,0.8409090909090909,0.4318181818181818,0.08687524596615505,0.15909090909090906,0.27017906336088154
895266,1,10.75,12.0,1,3,0,4,4,0.25,0.25,0.25,0.023268398268398268,0.75,0.2456439393939394
895370,1,34.5,108.5,2,0,0,10,2,0.5,1.0,0.5,0.07467532467532467,0.0,0.2761363636363636
895574,1,30.714285714285715,231.9795918367347,0,49,0,99,49,0.02040816326530612,0.0,0.02040816326530612,0.06648113790970935,1.0,0.1834724799010513
895576,1,30.717391304347824,164.5,0,46,0,80,46,0.021739130434782608,0.0,0.021739130434782608,0.06648785996612083,1.0,0.1841403162055336
895578,0,23.375,123.825,0,40,0,64,40,0.0,0.0,0.0,0.050595238095238096,1.0,0.16770833333333332
895598,1,10.5,18.0,2,2,0,5,4,0.25,0.5,0.25,0.022727272727272728,0.5,0.20795454545454545
895774,15,43.26829268292683,182.82926829268294,35,6,0,131,41,0.36585365853658536,0.8536585365853658,0.36585365853658536,0.09365431316650828,0.14634146341463417,0.2376570583887657
895776,22,69.0,236.59259259259258,44,10,1,264,54,0.4074074074074074,0.8148148148148148,0.4074074074074074,0.14935064935064934,0.18518518518518523,0.28375420875420876
895782,0,31.77777777777778,55.55555555555556,0,9,0,14,9,0.0,0.0,0.0,0.06878306878306878,1.0,0.17407407407407408
895786,0,59.8235294117647,166.76470588235293,0,17,0,46,17,0.0,0.0,0.0,0.1294881588999236,1.0,0.19532085561497325
896008,21,27.725,158.5875,80,0,80,202,80,0.2625,1.0,0.2625,0.060010822510822515,0.0,0.15225378787878788
896010,4,18.272727272727273,44.72727272727273,4,7,1,15,11,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.03955135773317592,0.6363636363636364,0.2911157024793388
896012,1,24.044776119402986,503.6268656716418,0,67,0,270,67,0.014925373134328358,0.0,0.014925373134328358,0.05204496995541772,1.0,0.17567842605156037
896014,5,15.545454545454545,66.27272727272727,7,15,2,28,22,0.22727272727272727,0.3181818181818182,0.22727272727272727,0.03364817001180637,0.6818181818181819,0.22768595041322315
896016,61,25.96815286624204,99.5732484076433,123,34,58,347,157,0.3885350318471338,0.7834394904458599,0.3885350318471338,0.05620812308710398,0.21656050955414008,0.2464244354371743
